signal,rate_beta,rate_beta_t,pre_mean,pre_t,post_mean,post_t,n_pre,n_post,decay,rotated,pub_year,is_tstat,cat_econ,cat_data,mkt_beta,pre_vol,post_mean_2022,n_2022,post_mean_2023,n_2023,post_mean_2024,n_2024,real_beta,bei_beta,nom_beta_0321
MomSeason11YrPlus,0.0034635674749155,0.673451552367563,0.0052646244346992,3.885143677213807,-0.0018167802694952,-0.3414440541180832,384,36,-0.0070814047041944,True,2008,6.43,other,Price,-0.0274606582201106,0.0265537537322673,0.0072293042459575,12,-0.0043121136284056,12,-0.0083675314260375,12,0.0058799342511649,0.0029688929020487,0.0048715851172377
ChInv,0.009327980393108,1.3880389407456035,0.0058129411658681,5.09961163535896,-0.0002282692781796,-0.0545411390842469,384,36,-0.0060412104440477,True,2002,,investment alt,Accounting,-0.0471821983633037,0.022336979016158,0.010336376376663,12,-0.007579105614722,12,-0.0034420785964799,12,0.007261579456406,0.0039352229764595,0.0060734810182769
InvestPPEInv,0.0042952494106202,0.6878254725420277,0.0055076190039592,5.2214607670689785,-0.0009225492260087,-0.3563424302539553,384,36,-0.0064301682299679,True,2008,7.13,investment,Accounting,-0.100594055045306,0.0206698575118149,0.0032519490683777,12,-0.0055287873398886,12,-0.0004908094065151,12,0.0083560709566458,-0.0045004577002981,0.0035764008146313
AdExp,0.0276670033476266,2.6030762985694667,0.0043701088036603,2.3000790699126443,-0.0076101729982347,-1.1004801760762613,384,36,-0.011980281801895,True,2001,,R&D,Accounting,0.0264932646191701,0.0372318911273572,-0.0097299226415702,12,-0.0050375862591872,12,-0.0080630100939466,12,0.0087912485887119,0.0423782106788245,0.022229860758143
NOA,-0.0067897688636273,-0.7667732358195326,0.0090724190902021,4.756023047893292,-0.0079014050777238,-1.217823763452808,384,36,-0.0169738241679259,True,2004,8.45,asset composition,Accounting,-0.0367431272495888,0.0373804706661783,-0.0024904982458122,12,-0.0198453708594917,12,-0.0013683461278675,12,0.0091677761699101,-0.014944230790157,0.0003832514175242
iomom_supp,0.0054434823130892,0.8684980533048917,0.004399559874353,2.708915095709217,-0.0001532315126237,-0.0228690041384634,384,36,-0.0045527913869768,True,2010,5.03,lead lag,Other,-0.0603116083986345,0.0318258089433898,0.0053777155158002,12,-0.0034279151347758,12,-0.0024094949188957,12,0.0117398486296712,-0.0274269609242744,-0.0038869123128681
MomSeason06YrPlus,0.0047587974616754,0.7185927530564801,0.0058266037460534,3.7475132433716,-0.0078331020902982,-0.9886681037995824,384,36,-0.0136597058363516,True,2008,6.15,other,Price,0.0386016922948932,0.0304675771571216,-0.0012548244779705,12,-0.0010359067631975,12,-0.0212085750297267,12,0.0118094844978563,0.0130425889750847,0.0124029380969793
DelNetFin,-0.0062228006198318,-1.7088163906900538,0.0022364894700068,2.746980111313907,-0.0014958175422119,-0.51933820495628,384,36,-0.0037323070122188,True,2005,5.85,investment alt,Accounting,-0.1028222084143208,0.0159542706379597,0.0043135297810753,12,-0.0127460332672847,12,0.0039450508595734,12,0.0127055177598448,-0.0328643994000818,-0.0056676311118707
sinAlgo,0.005402958551154,0.9761894269111556,0.00496863527534,3.0689696319156616,-0.017256551884629,-3.771559282488491,384,36,-0.022225187159969,True,2009,2.0,other,Other,0.118671312883746,0.0317256215662952,-0.0165582153102679,12,-0.0131223558838097,12,-0.0220890844598093,12,0.0143223190311865,0.0234094581534311,0.0180978307853533
retConglomerate,0.0041732160831481,0.4509542698339039,0.0091764922721404,4.559249200609195,-0.0004351659381192,-0.0821408634932659,384,36,-0.0096116582102597,True,2012,5.51,lead lag,Price,-0.1593593442310543,0.0394410969110154,0.0029240030787284,12,0.0032615326724407,12,-0.007491033565527,12,0.0149101322725941,-0.0448612968240023,-0.00874915204766
IntanSP,0.0360702132415744,3.067482611952318,0.0051871082391566,2.05101471395754,-0.0022813607411727,-0.3322178125891069,384,36,-0.0074684689803294,True,2006,4.24,long term reversal,Accounting,0.1786372372512617,0.0495589557307616,0.00373541623561,12,-0.0100595888886167,12,-0.0005199095705115,12,0.0159736233974851,0.081514793603931,0.042709096182928
RIO_MB,0.0195297706745342,2.621051249860024,0.0047929348043829,2.54901386241638,-0.0031500176107858,-0.5644609059877599,384,36,-0.0079429524151687,True,2005,4.91,short sale constraints,13F,0.0862079655462566,0.0368463893092682,0.0038811045379376,12,-0.0128376919771997,12,-0.0004934653930953,12,0.0183800264896346,0.0079610203344021,0.014337945678509
